Precio (dolares),Número de Habitaciones,Piso,Barrio
258496,4,12,44
873591,4,9,14
397513,5,14,47
857248,3,8,29
782099,4,8,21
952527,5,7,25
274760,3,15,49
968318,3,16,16
310405,4,19,41
113168,4,11,43
998570,1,5,21
508247,4,4,22
422032,1,14,24
802199,2,19,8
60618,2,3,29
225037,1,13,21
187566,3,12,16
226184,3,14,45
591708,3,7,43
268267,2,20,41
637739,5,1,29
250470,1,8,34
333970,4,13,28
973561,3,7,33
654300,5,12,31
662684,1,5,10
929209,2,8,29
871223,4,15,34
518768,2,15,28
31521,4,14,10
528560,1,18,48
672402,1,17,38
158427,1,2,48
739222,5,16,36
642145,3,9,27
903349,5,20,41
674756,5,7,35
544554,1,3,35
331146,4,13,19
126609,3,16,20
615961,4,1,27
133968,4,3,36
55169,1,17,15
81979,3,16,7
497693,2,10,5
126479,4,12,20
879174,1,14,32
701382,1,4,46
626539,4,14,10
345556,1,20,29
156977,2,19,26
537863,2,16,43
325259,1,11,8
316198,1,11,32
224351,3,13,17
107507,3,5,48
320772,5,11,47
648428,2,10,15
487828,5,3,7
191114,1,15,35
827161,4,3,48
348341,4,3,44
400393,1,19,17
444064,1,3,3
745127,3,17,6
547508,5,2,26
99787,2,11,35
183546,2,4,21
987291,2,15,37
304638,4,4,31
85317,4,11,36
71129,3,11,22
644542,2,7,12
424409,3,9,1
372320,4,19,26
947756,1,20,33
767877,3,16,24
918370,5,20,34
971692,4,5,42
820076,2,6,40
998467,1,2,37
350458,2,14,36
717182,4,14,7
796069,2,11,2
513640,1,1,20
494257,2,7,43
164884,1,17,44
97188,5,8,4
63849,3,11,20
832810,1,2,27
467818,4,11,25
878527,2,5,39
660735,4,15,18
605023,2,15,5
835999,4,2,27
398197,3,1,32
363393,5,18,23
603734,4,15,35
843979,5,10,3
985818,5,4,12
494700,5,19,42
950720,2,15,48
992499,5,10,42
621372,5,10,32
234467,3,14,37
516654,2,13,4
514087,1,15,45
764391,2,8,28
662443,5,8,32
965943,3,15,18
163192,3,5,16
906457,4,10,45
428942,2,20,30
68957,5,8,14
256862,5,5,25
21890,4,9,23
689075,5,16,22
741547,1,10,50
163695,2,10,38
56939,3,15,19
337065,5,14,28
677845,1,20,26
974988,4,17,5
472659,1,5,35
991686,2,12,11
920578,3,3,37
414904,4,15,31
556393,1,1,11
244312,5,20,37
734509,4,6,14
628369,5,18,32
829252,4,14,7
283864,3,6,12
130416,4,4,8
643968,3,16,9
978720,5,20,28
323355,1,16,50
245975,5,12,14
681626,1,12,22
883333,1,9,49
429047,3,2,10
185836,5,15,31
985936,2,10,46
568256,4,17,46
53747,2,10,1
767450,3,1,5
337084,2,1,16
71997,2,5,26
728683,1,1,42
575981,5,19,41
319492,3,18,22
985416,4,2,12
90553,4,8,11
608647,2,11,23
892628,4,12,41
563462,1,9,1
211022,5,5,25
176248,4,18,42
659732,3,16,3
539685,1,9,20
758577,3,19,28
506138,1,15,44
496695,5,17,30
242143,4,5,15
645865,4,13,30
225689,3,14,48
730570,2,4,49
197823,1,15,16
436674,2,14,31
970495,5,15,50
228200,5,12,9
659020,2,5,19
64802,1,13,3
701228,4,18,8
360867,2,12,49
204099,5,18,34
461806,2,13,16
939896,5,20,35
534885,3,14,29
851705,4,13,24
556954,4,20,40
95079,4,8,29
513364,2,17,37
519624,5,16,24
196858,1,13,9
885285,4,4,21
196001,1,15,20
998091,4,8,49
919452,1,6,21
794290,3,16,44
67730,2,12,12
944266,1,14,41
686192,1,20,33
985948,2,3,49
493105,4,13,16
179897,3,3,5
985104,3,16,17
739353,1,10,27
374557,1,9,49
143953,4,13,33
734635,1,9,12
935974,5,9,27
204977,3,11,43
72077,2,2,7
79360,5,2,23
136179,1,7,14
656030,5,20,22
89620,4,18,27
675937,2,8,22
132402,4,7,30
25213,5,4,13
374213,2,10,17
470132,4,12,30
275391,4,3,32
480085,3,17,17
929227,3,9,41
336078,3,4,13
582676,2,7,44
638307,3,11,16
710921,5,19,49
535714,3,15,16
81932,3,3,13
825832,5,9,30
977469,3,11,34
141207,5,20,15
407195,3,6,15
264995,1,13,22
735989,3,3,14
919009,5,4,24
997391,3,19,39
864472,2,2,23
791739,4,5,1
523670,2,17,35
871313,4,1,17
21257,2,5,23
573729,2,15,43
345824,2,9,23
116826,2,1,31
849437,5,6,3
878924,3,20,5
738067,3,17,3
730938,4,11,37
513524,2,10,30
995250,5,20,5
489499,3,15,6
415497,4,3,17
527890,2,1,6
76280,3,9,42
889415,4,13,8
936524,2,18,7
884458,2,10,17
367217,3,12,2
818129,2,11,45
455041,2,10,18
569896,5,16,23
414783,1,1,16
329773,3,11,30
999501,1,4,6
415726,2,9,31
903888,4,3,22
718887,1,8,27
744089,1,20,5
508775,2,17,21
469147,5,11,29
655419,5,20,44
858644,2,2,9
212058,4,4,29
397717,1,1,32
521821,5,7,2
73562,2,7,39
647020,3,18,1
193579,1,9,48
400312,3,12,10
184822,3,9,24
453166,5,3,1
678089,3,4,34
586972,1,19,22
52841,2,13,21
269067,2,8,20
865400,3,20,15
874519,5,16,32
965160,2,14,41
872086,3,19,41
222568,2,2,24
172033,4,14,36
561739,1,14,45
662015,5,1,44
517976,3,17,36
544692,2,20,47
665948,5,10,9
36657,3,14,18
931178,4,11,12
852163,3,5,35
271728,2,7,4
34256,3,20,45
565970,4,7,43
576762,5,6,40
450691,2,7,24
923798,1,15,4
120356,2,11,45
967878,3,11,22
270879,4,3,13
248704,1,15,47
863367,4,3,32
753315,5,13,4
831300,4,19,31
463585,4,6,48
722911,3,9,12
104312,2,8,1
166830,2,2,48
196156,4,7,11
455066,4,12,24
387707,5,11,7
416838,5,13,45
462203,5,9,15
431190,1,2,1
572197,1,6,48
789702,2,10,24
527196,2,13,21
196224,3,8,35
307552,4,16,43
819260,4,6,27
661314,2,13,15
162027,5,20,20
622394,2,14,7
961276,1,20,20
113737,2,2,34
943945,5,2,27
862313,5,4,25
565846,4,1,38
894187,2,2,46
729725,4,9,26
611582,3,1,30
449140,3,13,29
60523,3,11,40
860585,1,1,10
62957,1,5,47
761774,3,18,14
784054,5,20,8
876438,2,20,6
363931,3,10,22
750803,5,9,36
659041,3,14,34
234592,1,15,20
714865,3,20,16
287431,2,18,40
142217,2,7,41
464765,5,12,6
469707,3,19,33
380879,4,10,28
388256,4,4,35
736810,5,1,37
86392,5,20,44
21762,5,14,27
676369,2,8,20
301125,4,15,11
387138,3,2,21
317543,3,6,16
499477,5,10,45
991049,3,9,10
289028,4,17,38
338453,5,20,44
487710,1,3,11
204829,4,19,30
756512,5,19,33
311906,2,15,27
553546,4,11,9
812383,3,8,4
551885,1,15,3
290736,3,14,18
222126,3,6,15
874675,3,14,40
684575,5,11,35
877273,2,1,19
178349,1,16,21
716040,5,5,6
904026,2,20,46
790479,3,6,48
396215,2,5,38
169222,2,14,49
599226,3,5,27
20699,5,7,5
947480,2,10,34
507183,5,5,46
182612,4,8,49
761413,4,20,37
308702,1,5,10
959234,5,20,8
180551,4,6,5
215605,4,14,43
584623,4,9,20
692656,4,19,1
84262,4,7,45
797839,5,17,1
335471,2,5,49
736516,3,20,12
368744,4,9,15
972926,4,20,22
338247,5,18,37
977327,2,12,46
986238,1,13,10
200294,3,12,49
903064,1,17,49
73668,1,15,22
872113,5,12,22
572883,2,20,48
731684,2,8,4
237616,3,17,21
54821,2,15,3
622937,1,17,42
584231,1,12,18
164570,3,4,46
152921,5,2,18
502926,2,1,25
921635,5,18,27
517165,2,4,23
931907,5,7,35
94955,1,2,36
718517,1,11,21
908456,4,17,24
800116,1,16,13
85955,1,12,45
604377,4,1,5
357038,4,9,40
235030,3,14,7
716512,4,3,25
583098,5,19,29
90593,1,7,1
849580,5,16,37
310385,5,14,49
838074,1,18,22
651525,5,5,40
451490,2,12,12
321880,3,15,16
640679,4,9,42
212194,1,2,22
127837,1,8,36
333517,3,6,19
905388,5,5,37
322819,1,18,34
183501,5,19,30
509751,2,2,40
370907,5,13,43
685362,2,12,4
335383,2,15,12
761613,2,2,4
406500,5,19,9
636080,2,7,15
722350,1,20,41
551057,5,3,23
447208,5,11,44
652983,1,14,5
456873,4,4,1
551128,4,7,32
947036,2,16,26
448002,5,5,30
617347,5,11,31
835425,1,3,10
786684,5,14,28
587116,4,6,40
153517,2,14,46
378311,2,8,1
704479,3,19,42
298234,5,6,17
221665,4,15,38
732701,1,14,17
756978,3,11,20
905382,5,17,6
406863,1,18,20
479233,4,7,27
309147,3,20,27
970454,5,18,20
676467,4,12,2
561620,3,4,19
295642,4,8,27
920865,4,20,6
145474,2,15,15
951386,4,4,35
765777,4,9,26
150101,2,13,45
309037,1,6,38
69926,3,19,8
387832,1,7,1
265654,5,20,42
824557,3,12,20
498772,3,20,40
206608,5,5,25
432580,1,3,1
395420,5,12,39
539740,5,11,22
29178,2,4,36
480187,2,9,7
77179,2,16,27
977101,4,7,15
63735,2,6,15
628649,3,16,33
460905,2,1,47
807077,2,7,31
562569,2,6,17
89149,3,19,38
851138,2,16,13
718802,2,1,20
775485,1,2,40
670672,4,10,33
392657,1,3,44
370874,1,8,40
688485,2,20,41
944851,5,14,36
194644,3,7,38
813880,5,4,34
914207,4,3,50
615689,2,3,1
343858,4,20,43
668627,3,3,27
918411,1,18,19
623221,5,18,9
714263,5,15,28
192201,5,11,18
882929,5,10,43
468901,1,4,7
197543,3,8,30
756422,5,16,46
814164,1,15,33
321498,2,14,46
706583,4,6,21
594178,5,14,19
80467,3,8,12
390599,1,19,30
976074,3,9,49
934551,5,3,49
198416,5,2,7
288535,5,3,5
707452,1,9,45
767207,2,1,50
605830,4,15,47
978914,5,17,27
884883,2,14,21
175201,5,11,47
650833,4,12,48
374933,5,4,30
717162,2,9,8
596287,4,1,28
575501,2,9,12
763366,2,10,9
497172,5,6,23
414526,2,18,15
850313,5,17,36
87042,4,16,43
910019,4,6,15
643746,1,20,10
783320,2,14,29
616244,5,20,31
609396,5,17,19
173244,4,3,1
458756,2,8,36
656165,1,9,20
943381,4,3,19
647946,5,7,26
613016,2,8,18
768231,1,12,5
184969,5,13,43
253282,5,3,27
395246,4,18,21
988302,4,7,18
652684,3,11,24
732358,4,10,12
366025,5,18,5
847870,5,15,36
918920,2,2,45
789917,1,11,19
163024,4,9,39
437046,2,13,43
282382,2,16,4
265822,5,6,21
538178,2,1,30
296481,5,13,46
396401,3,17,34
456344,3,9,47
76615,4,1,31
434847,4,6,22
650858,3,8,42
81131,1,14,41
761222,3,20,41
30965,5,4,46
96389,1,16,37
384587,2,6,45
909283,3,17,37
459533,1,9,16
325875,5,6,35
392552,1,17,32
157582,5,3,40
442518,4,3,21
307861,4,15,25
392202,4,4,50
434839,3,4,45
393601,3,14,5
804003,5,2,18
537923,5,6,21
717278,5,3,36
96949,1,8,8
645622,1,16,15
500251,1,18,11
621703,4,1,8
516734,5,5,47
158597,3,1,5
250733,2,6,25
518415,1,6,29
593714,3,13,38
759346,1,20,11
848968,4,1,49
41608,1,6,34
639249,4,5,2
657304,2,16,35
74316,2,17,28
86039,3,7,2
99396,1,20,6
582574,1,18,50
841005,5,6,3
986838,5,9,40
727009,1,8,16
937532,3,1,45
105106,4,19,20
89260,5,10,42
31927,4,5,42
199013,3,20,11
436210,5,20,8
322125,3,6,33
86991,2,7,4
964043,2,11,22
968390,1,18,30
960321,2,10,37
222546,5,11,32
943151,4,13,27
819014,3,14,18
522128,4,3,20
567221,3,20,9
560753,5,12,23
541882,5,11,13
719060,4,14,37
46246,3,5,48
580344,4,14,43
444179,1,4,40
472704,2,6,29
476634,4,20,27
336799,1,18,25
396238,3,7,4
168895,2,1,23
657033,3,10,15
85153,2,11,32
544847,3,16,1
655061,4,9,44
184424,3,14,14
781925,3,4,14
711791,4,4,7
166198,5,8,14
388421,2,19,25
641960,5,12,20
715180,2,19,11
912776,3,9,25
375279,4,1,20
383515,3,13,4
200621,4,11,17
148394,1,16,10
583305,4,13,28
295964,3,9,20
189032,5,12,39
511127,2,13,31
681712,5,7,26
112299,4,2,19
488074,3,19,46
545413,3,3,42
405693,1,7,2
102251,4,5,7
99199,2,9,5
962322,1,3,28
130029,2,5,30
976454,4,17,40
288529,3,14,29
311523,3,13,47
339863,1,3,8
852819,2,10,11
128861,3,19,35
306905,5,6,35
71356,2,19,19
682085,5,4,30
839436,2,5,18
619388,1,17,36
622998,4,12,44
264146,3,7,44
890098,3,8,40
958643,5,17,40
